예측시점,예측시간,댐수,평가건수,평균_MAE,평균_MSE,평균_RMSE,평균_MAPE,평균_R2,Precision,Recall,F1,Accuracy,TP,FP,FN,TN
3시간뒤,3,20,173627,7.199692912130793,520.5270499556827,14.374573962040026,285.204682128277,0.23367409298887334,0.41379179547480416,0.8789429158441767,0.562682140554481,0.8046732363054133,21818,30909,3005,117895
6시간뒤,6,20,173624,7.7029970478350975,649.3612833694928,15.622690477410183,328.6144015944201,0.1792295720705303,0.4304571685269014,0.8766978675487367,0.5774079911003986,0.789959913376031,24914,32964,3504,112242
1일뒤,24,20,173606,7.059903676078163,740.0709742985091,17.38189398178284,289.77727015898967,-5.63910453373783,0.22912049102467302,0.6790586876488848,0.34263340010926974,0.7920809188622513,9407,31650,4446,128103
2일뒤,48,20,173582,8.811726053633567,2083.4202676236273,24.405878737292845,426.44572970055214,-6.057284872204881,0.27007168056086106,0.701347960553189,0.3899740428293316,0.7833761565139242,12019,32484,5118,123961
3일뒤,72,20,173558,10.492998835988313,3518.5826119288126,30.24931932791859,514.4302796766937,-5.975320296811213,0.28323778859745563,0.7513279866680554,0.411388976018706,0.7621313912352067,14427,36509,4775,117847
4일뒤,96,20,173546,10.895806528485668,4276.374205303978,31.72338137209463,604.6324753095237,-6.75199885552467,0.3050900856552132,0.7454772902232486,0.4329807598261817,0.7661657428001798,15494,35291,5290,117471
5일뒤,120,20,173546,10.980119595656069,3116.0328355618612,28.967515298038393,593.1179101871298,-17.041625717430634,0.31876219359075897,0.7433668183251498,0.44619294830196843,0.763958835121524,16502,35267,5697,116080
