댐코드,댐이름,예측시점,예측시간,모델,학습건수,평가건수,방류변화_평가건수,최고기준선,기준선_MAE,모델_MAE,MAE_개선율(%),모델_RMSE,모델_R2,방류변화_최고기준선,방류변화_기준선_MAE,방류변화_모델_MAE,방류변화_MAE_개선율(%),변화신호_적중률,강수예보대리변수
4007110,주암(본),2일뒤,48,XGBoost,17180,8648,1011,현재방류량유지,6.464720744680849,10.417488672342044,-61.14367632837844,31.262330807323657,-0.003820337377262284,최근6시간평균,46.11062743158589,34.84368590308698,24.43458733068774,0.6424606845513413,forecast_rain_sum_48h
3303110,부안,2일뒤,48,XGBoost,17471,8760,163,현재방류량유지,0.45002020547945204,0.7692870612202987,-70.94500465833514,1.9615388946848151,-0.8017613384279716,최근6시간평균,9.810220858895706,4.357790501694007,55.57907855109651,0.9582191780821918,forecast_rain_sum_48h
1006110,횡성,2일뒤,48,XGBoost,17471,8760,294,현재방류량유지,1.5168318493150685,2.640749794124414,-74.09640991629065,8.320446209243809,0.1565060515901726,현재방류량유지,36.46386394557823,26.27750599505626,27.93548694050899,0.931392694063927,forecast_rain_sum_48h
1003110,충주,2일뒤,48,XGBoost,17471,8760,819,현재방류량유지,21.323866438356166,37.20837292208946,-74.4916806229903,178.4723457244139,-8.347319311210795,최근6시간평균,142.21932844932846,142.0754928350294,0.10113647411175311,0.3341324200913242,forecast_rain_sum_48h
3001110,용담,2일뒤,48,XGBoost,17056,8529,526,현재방류량유지,2.863565951459726,8.06204110483587,-181.53851671291798,22.331255323844598,-0.19098565927718436,최근6시간평균,40.26805196451204,34.086055751786034,15.352111441035579,0.7944659397350217,forecast_rain_sum_48h
2008101,군위,2일뒤,48,XGBoost,17471,8760,0,최근6시간평균,0.06501453576864537,0.23897157120263743,-267.5663732384697,0.6601517613874414,-4.186741731695922,,,,,0.996689497716895,forecast_rain_sum_48h
2004101,영주,2일뒤,48,XGBoost,17389,8760,224,최근6시간평균,0.3972861491628615,2.8176230665073,-609.2175431850401,7.456148238831363,-5.227751059213342,최근6시간평균,6.4947566964285715,5.961518431816783,8.210288537906477,0.8700913242009133,forecast_rain_sum_48h
2002111,성덕,2일뒤,48,XGBoost,17398,8760,0,현재방류량유지,0.034079109589041104,0.2533646803028132,-643.4603877804609,0.46914347276026996,-7.061894160743629,,,,,0.9981735159817352,forecast_rain_sum_48h
2012101,보현산,2일뒤,48,XGBoost,17471,8760,0,최근3시간평균,0.007838432267884318,0.1117730276443166,-1325.9615165939988,0.15654463539442678,-98.78271408923021,,,,,1.0,forecast_rain_sum_48h
4001110,섬진강,3일뒤,72,XGBoost,17212,8526,1785,현재방류량유지,8.464280436312457,6.906164442179378,18.40813292821246,20.466790342317378,0.25088790649640047,최근6시간평균,37.0631350140056,21.33946910393552,42.42400407879243,0.7399718508092892,forecast_rain_sum_72h
1012110,소양강,3일뒤,72,XGBoost,17471,8760,1307,현재방류량유지,17.048296803652967,15.621508029814589,8.369098627686128,35.5367879847127,0.026469747467308014,최근6시간평균,79.44052792654935,63.673332373687764,19.84779805018406,0.4432648401826484,forecast_rain_sum_72h
5101110,장흥,3일뒤,72,XGBoost,17396,8760,482,현재방류량유지,3.2967520547945206,3.3910416023946794,-2.8600739768412975,12.57699300461285,-0.31626952543300235,최근6시간평균,54.91046853388658,38.36998007726867,30.12265037660418,0.9497716894977168,forecast_rain_sum_72h
4104610,주암(조),3일뒤,72,XGBoost,17471,8760,1105,현재방류량유지,2.405099315068493,2.8442691547560095,-18.259946145924946,5.395207770607644,0.7000391858660839,최근6시간평균,13.921585972850679,11.257568150970839,19.13587882210476,0.8578767123287672,forecast_rain_sum_72h
2001110,안동,3일뒤,72,XGBoost,17082,8760,2745,현재방류량유지,12.230778310502282,15.101534446119395,-23.4715736213783,23.254633840381498,0.5386375705793651,최근3시간평균,37.43680850030358,30.805326398194488,17.71380191785129,0.6968036529680365,forecast_rain_sum_72h
2021110,밀양,3일뒤,72,XGBoost,17471,8760,216,최근6시간평균,0.8218492199391172,1.0184856564429252,-23.92609638521953,5.887368345349097,-1.6409232409600971,최근6시간평균,27.86093441358025,15.485184973133935,44.41972138024921,0.9802511415525114,forecast_rain_sum_72h
2018110,남강,3일뒤,72,XGBoost,16422,8371,2714,현재방류량유지,27.27732803727153,33.91777513779866,-24.344199297869903,59.87067123262994,0.15985835066219178,최근6시간평균,80.64823053303856,63.15127006177966,21.69540528739939,0.33138215266993193,forecast_rain_sum_72h
3203110,보령,3일뒤,72,XGBoost,17322,8687,515,최근3시간평균,1.8351837228041903,2.2915791656215405,-24.869196317847166,9.48823904496103,0.09491448080155562,최근6시간평균,26.414597734627833,23.3768646913584,11.500205582488055,0.9222976861977668,forecast_rain_sum_72h
1006110,횡성,3일뒤,72,XGBoost,17471,8760,389,현재방류량유지,2.0933273972602744,3.178102789973396,-51.820627491565084,9.510165139052935,-0.10125532915363,최근6시간평균,39.61011739502999,28.471677513107853,28.12018901847464,0.9191780821917809,forecast_rain_sum_72h
2015110,합천,3일뒤,72,XGBoost,17241,8601,1711,현재방류량유지,7.230899081502152,11.053069773052027,-52.85885819271944,17.348086327402317,0.4739882987960471,최근6시간평균,26.75807568673291,24.93365006535824,6.818224310050998,0.6194628531566096,forecast_rain_sum_72h
3008110,대청,3일뒤,72,XGBoost,17394,8316,2028,현재방류량유지,20.201293650793648,31.808320390388435,-57.45684875551908,65.83943563859108,0.007827956837766936,최근6시간평균,68.19681328073635,70.54707329611524,-3.4462900864647503,0.4648869648869649,forecast_rain_sum_72h
4007110,주암(본),3일뒤,72,XGBoost,17180,8648,1104,현재방류량유지,8.290339037927847,13.365873540007552,-61.22227907519117,34.655505074528484,-0.679945447861438,최근6시간평균,56.12280631038648,43.89748146962428,21.783167386802063,0.6261563367252544,forecast_rain_sum_72h
2002110,임하,3일뒤,72,XGBoost,17097,8760,1133,현재방류량유지,3.7139746575342465,6.067792612892825,-63.37732947594499,12.408183035578727,0.4261036211937388,최근3시간평균,25.119811415122097,22.89907622970487,8.840572680734162,0.783675799086758,forecast_rain_sum_72h
3303110,부안,3일뒤,72,XGBoost,17471,8760,181,최근3시간평균,0.5246093607305936,1.0861438979253037,-107.03860419354562,3.2867180142246504,-4.05878223817344,최근6시간평균,9.746255064456722,5.1089082364245675,47.58080716504058,0.9654109589041096,forecast_rain_sum_72h
1003110,충주,3일뒤,72,XGBoost,17471,8760,843,최근3시간평균,22.150745433789954,46.299364846532846,-109.01944354389659,238.52237526073978,-15.627958574191936,최근6시간평균,143.2776690391459,146.29703715168284,-2.1073542951846846,0.29554794520547945,forecast_rain_sum_72h
3001110,용담,3일뒤,72,XGBoost,17056,8529,678,현재방류량유지,4.050958729042092,11.340853107203268,-179.95479257536095,28.69948748125397,-0.967212283307261,최근6시간평균,45.95265634218289,39.12202091481482,14.864506148467841,0.7343182084652362,forecast_rain_sum_72h
2008101,군위,3일뒤,72,XGBoost,17471,8760,0,최근6시간평균,0.07887218417047184,0.24833299625627528,-214.85497563949312,0.5549042814455272,-2.667782457271651,,,,,0.9972602739726028,forecast_rain_sum_72h
2002111,성덕,3일뒤,72,XGBoost,17398,8760,0,현재방류량유지,0.04578493150684933,0.28526972658526506,-523.0646572936105,0.5275638222250424,-9.204841654272936,,,,,0.9979452054794521,forecast_rain_sum_72h
2004101,영주,3일뒤,72,XGBoost,17389,8760,266,최근6시간평균,0.4832654490106545,3.962655777242964,-719.9749817321618,21.058661016019837,-48.33467625440492,최근6시간평균,6.668356516290727,6.027353046087394,9.612615471853788,0.8786529680365297,forecast_rain_sum_72h
2012101,보현산,3일뒤,72,XGBoost,17471,8760,0,최근6시간평균,0.008456164383561638,0.0718395891390945,-749.5528927837197,0.09860986667446267,-38.58548648020321,,,,,1.0,forecast_rain_sum_72h
4001110,섬진강,4일뒤,96,XGBoost,17212,8526,2087,현재방류량유지,9.442669950738916,7.621320012714278,19.288505767186233,20.618258782883927,0.25866022802884914,최근6시간평균,35.07601237821434,18.929970036415718,46.031578982526824,0.7282430213464697,forecast_rain_sum_96h
1012110,소양강,4일뒤,96,XGBoost,17471,8760,1304,현재방류량유지,16.957979452054797,15.761483284459292,7.055652891774946,35.621898119209526,0.017944607077817976,최근6시간평균,78.64268404907975,64.82826574485361,17.566056488617253,0.46095890410958906,forecast_rain_sum_96h
