dam_name,dam_code,obsrdt,inflowqy,lowlevel,rf,rsvwtqy,rsvwtrt,totdcwtrqy
용담,3001110,2026-06-02 08:00:00,32.786,250.2,0.0,389.909,47.8,27.786
용담,3001110,2026-06-02 09:00:00,5.277,250.2,0.0,389.828,47.8,27.777
용담,3001110,2026-06-02 10:00:00,12.155,250.2,0.0,389.771,47.8,27.794
용담,3001110,2026-06-02 11:00:00,0.0,250.19,0.0,389.652,47.8,27.795
용담,3001110,2026-06-02 12:00:00,5.296,250.19,0.0,389.571,47.8,27.796
용담,3001110,2026-06-02 13:00:00,22.795,250.19,0.1,389.553,47.8,27.795
용담,3001110,2026-06-02 14:00:00,27.806,250.19,0.1,389.553,47.8,27.806
용담,3001110,2026-06-02 15:00:00,0.0,250.18,0.0,389.306,47.8,28.056
용담,3001110,2026-06-02 16:00:00,11.667,250.17,0.0,389.247,47.8,27.917
대청,3008110,2026-05-30 16:00:00,86.514,71.51,0.0,894.387,60.0,17.514
대청,3008110,2026-05-30 17:00:00,63.138,71.51,0.0,894.553,60.0,17.138
대청,3008110,2026-05-30 18:00:00,73.003,71.51,0.0,894.387,60.0,119.003
대청,3008110,2026-05-30 19:00:00,0.0,71.49,0.0,893.714,60.0,133.79
대청,3008110,2026-05-30 20:00:00,0.0,71.49,0.0,893.234,60.0,125.852
대청,3008110,2026-05-30 21:00:00,77.003,71.49,0.0,893.449,60.0,17.253
대청,3008110,2026-05-30 22:00:00,31.228,71.49,0.0,893.498,60.0,17.45
대청,3008110,2026-05-30 23:00:00,0.0,71.48,0.0,892.897,59.9,125.106
대청,3008110,2026-05-31 00:00:00,130.672,71.48,0.0,892.969,59.9,110.755
대청,3008110,2026-05-31 01:00:00,27.603,71.48,0.0,893.008,59.9,16.881
대청,3008110,2026-05-31 02:00:00,1.79,71.48,0.0,892.952,59.9,17.123
대청,3008110,2026-05-31 03:00:00,0.0,71.47,0.0,892.456,59.9,121.558
대청,3008110,2026-05-31 04:00:00,2.824,71.46,0.0,892.015,59.9,125.296
대청,3008110,2026-05-31 05:00:00,139.547,71.47,0.0,892.456,59.9,17.075
대청,3008110,2026-05-31 06:00:00,0.0,71.47,0.0,892.214,59.9,53.36
대청,3008110,2026-05-31 07:00:00,0.0,71.46,0.0,891.586,59.8,127.499
대청,3008110,2026-05-31 08:00:00,78.779,71.45,0.0,891.409,59.8,127.751
대청,3008110,2026-05-31 09:00:00,93.618,71.46,0.0,891.685,59.8,17.09
대청,3008110,2026-05-31 10:00:00,47.748,71.46,0.0,891.795,59.9,17.137
대청,3008110,2026-05-31 11:00:00,0.0,71.45,0.0,891.134,59.8,16.914
대청,3008110,2026-05-31 12:00:00,0.0,71.44,0.0,890.914,59.8,16.949
대청,3008110,2026-05-31 13:00:00,179.356,71.45,0.0,891.497,59.8,17.189
대청,3008110,2026-05-31 14:00:00,99.576,71.46,0.0,891.795,59.9,16.909
대청,3008110,2026-05-31 15:00:00,0.0,71.46,0.0,891.519,59.8,17.142
대청,3008110,2026-05-31 16:00:00,0.0,71.45,0.0,891.354,59.8,16.873
대청,3008110,2026-05-31 17:00:00,78.123,71.46,0.0,891.575,59.8,16.901
대청,3008110,2026-05-31 18:00:00,140.808,71.46,0.0,891.624,59.8,127.03
대청,3008110,2026-05-31 19:00:00,0.0,71.44,0.0,890.803,59.8,127.353
대청,3008110,2026-05-31 20:00:00,10.85,71.44,0.0,890.589,59.8,70.517
대청,3008110,2026-05-31 21:00:00,30.873,71.44,0.0,890.638,59.8,17.095
대청,3008110,2026-05-31 22:00:00,33.52,71.43,0.0,890.308,59.8,125.27
대청,3008110,2026-05-31 23:00:00,0.0,71.42,0.0,889.582,59.7,127.535
대청,3008110,2026-06-01 00:00:00,60.581,71.42,0.0,889.543,59.7,71.275
대청,3008110,2026-06-01 01:00:00,183.713,71.43,0.0,890.143,59.7,17.102
대청,3008110,2026-06-01 02:00:00,0.0,71.43,0.0,890.033,59.7,17.19
대청,3008110,2026-06-01 03:00:00,0.0,71.42,0.0,889.482,59.7,127.606
대청,3008110,2026-06-01 04:00:00,40.488,71.41,0.0,889.174,59.7,126.044
대청,3008110,2026-06-01 05:00:00,72.048,71.42,0.0,889.372,59.7,17.048
대청,3008110,2026-06-01 06:00:00,0.0,71.41,0.0,888.817,59.7,71.239
대청,3008110,2026-06-01 07:00:00,0.0,71.39,0.0,888.047,59.6,128.204
대청,3008110,2026-06-01 08:00:00,98.365,71.39,0.0,887.943,59.6,127.393
대청,3008110,2026-06-01 09:00:00,139.563,71.4,0.0,888.383,59.6,17.396
대청,3008110,2026-06-01 10:00:00,32.135,71.4,0.0,888.438,59.6,16.885
대청,3008110,2026-06-01 11:00:00,0.0,71.39,0.0,887.668,59.6,17.139
대청,3008110,2026-06-01 12:00:00,1.593,71.38,0.0,887.613,59.6,16.871
대청,3008110,2026-06-01 13:00:00,154.25,71.39,0.0,888.108,59.6,16.861
대청,3008110,2026-06-01 14:00:00,62.944,71.4,0.0,888.273,59.6,17.138
대청,3008110,2026-06-01 15:00:00,0.0,71.39,0.0,887.668,59.6,16.839
대청,3008110,2026-06-01 16:00:00,47.661,71.39,0.0,887.778,59.6,17.133
대청,3008110,2026-06-01 17:00:00,152.774,71.4,0.0,888.267,59.6,16.913
대청,3008110,2026-06-01 18:00:00,41.414,71.39,0.0,887.965,59.6,125.386
대청,3008110,2026-06-01 19:00:00,0.0,71.38,0.0,887.338,59.6,127.165
대청,3008110,2026-06-01 20:00:00,50.556,71.37,0.0,887.064,59.5,126.834
대청,3008110,2026-06-01 21:00:00,64.824,71.37,0.0,886.844,59.5,125.852
대청,3008110,2026-06-01 22:00:00,0.0,71.36,0.0,886.487,59.5,16.657
대청,3008110,2026-06-01 23:00:00,13.739,71.36,0.0,886.081,59.5,126.572
대청,3008110,2026-06-02 00:00:00,23.598,71.35,0.0,885.801,59.5,101.348
대청,3008110,2026-06-02 01:00:00,96.132,71.36,0.0,886.087,59.5,16.854
대청,3008110,2026-06-02 02:00:00,119.5,71.36,0.0,886.076,59.5,122.556
대청,3008110,2026-06-02 03:00:00,0.0,71.34,0.0,884.978,59.4,126.525
대청,3008110,2026-06-02 04:00:00,16.778,71.34,0.0,884.978,59.4,16.778
대청,3008110,2026-06-02 05:00:00,184.768,71.35,0.0,885.582,59.4,17.157
대청,3008110,2026-06-02 06:00:00,0.0,71.33,0.0,884.88,59.4,123.445
대청,3008110,2026-06-02 07:00:00,0.0,71.32,0.0,884.265,59.4,126.942
대청,3008110,2026-06-02 08:00:00,75.449,71.32,0.0,884.101,59.3,121.143
대청,3008110,2026-06-02 09:00:00,93.291,71.33,0.0,884.375,59.4,17.152
대청,3008110,2026-06-02 10:00:00,0.0,71.32,0.0,884.046,59.3,16.917
대청,3008110,2026-06-02 11:00:00,0.0,71.31,0.0,883.717,59.3,16.938
대청,3008110,2026-06-02 12:00:00,124.024,71.32,0.0,884.101,59.3,17.468
대청,3008110,2026-06-02 13:00:00,123.76,71.33,0.0,884.485,59.4,17.149
대청,3008110,2026-06-02 14:00:00,0.0,71.33,0.0,884.375,59.4,17.159
대청,3008110,2026-06-02 15:00:00,0.0,71.32,0.0,884.046,59.3,17.381
대청,3008110,2026-06-02 16:00:00,16.913,71.32,0.0,884.046,59.3,16.913
보령,3203110,2026-05-30 16:00:00,0.842,63.89,0.0,42.519,36.4,3.925
보령,3203110,2026-05-30 17:00:00,0.0,63.88,0.0,42.501,36.4,4.181
보령,3203110,2026-05-30 18:00:00,2.225,63.88,0.0,42.493,36.4,4.281
보령,3203110,2026-05-30 19:00:00,0.168,63.88,0.0,42.478,36.3,4.279
보령,3203110,2026-05-30 20:00:00,2.21,63.87,0.0,42.471,36.3,4.266
보령,3203110,2026-05-30 21:00:00,1.072,63.87,0.0,42.46,36.3,4.128
보령,3203110,2026-05-30 22:00:00,1.9,63.87,0.0,42.453,36.3,3.956
보령,3203110,2026-05-30 23:00:00,0.0,63.87,0.0,42.438,36.3,3.955
보령,3203110,2026-05-31 00:00:00,3.072,63.86,0.0,42.434,36.3,4.1
보령,3203110,2026-05-31 01:00:00,1.089,63.86,0.0,42.423,36.3,4.145
보령,3203110,2026-05-31 02:00:00,2.083,63.86,0.0,42.416,36.3,4.139
보령,3203110,2026-05-31 03:00:00,1.059,63.86,0.0,42.405,36.3,4.142
보령,3203110,2026-05-31 04:00:00,0.975,63.85,0.0,42.394,36.3,4.031
보령,3203110,2026-05-31 05:00:00,0.802,63.85,0.0,42.383,36.3,3.691
보령,3203110,2026-05-31 06:00:00,0.365,63.85,0.0,42.371,36.3,3.643
보령,3203110,2026-05-31 07:00:00,0.588,63.84,0.0,42.36,36.2,3.644
보령,3203110,2026-05-31 08:00:00,0.0,63.84,0.0,42.343,36.2,3.975
보령,3203110,2026-05-31 09:00:00,0.78,63.84,0.0,42.331,36.2,4.141
보령,3203110,2026-05-31 10:00:00,0.946,63.83,0.0,42.319,36.2,4.14
보령,3203110,2026-05-31 11:00:00,0.859,63.83,0.0,42.308,36.2,4.137
보령,3203110,2026-05-31 12:00:00,0.411,63.83,0.0,42.294,36.2,4.189
보령,3203110,2026-05-31 13:00:00,1.169,63.82,0.0,42.283,36.2,4.336
보령,3203110,2026-05-31 14:00:00,1.266,63.82,0.0,42.271,36.2,4.349
보령,3203110,2026-05-31 15:00:00,2.318,63.82,0.0,42.264,36.2,4.262
보령,3203110,2026-05-31 16:00:00,0.0,63.81,0.0,42.246,36.1,4.065
보령,3203110,2026-05-31 17:00:00,1.013,63.81,0.0,42.235,36.1,4.069
보령,3203110,2026-05-31 18:00:00,1.958,63.81,0.0,42.228,36.1,4.014
보령,3203110,2026-05-31 19:00:00,0.848,63.81,0.0,42.217,36.1,3.931
보령,3203110,2026-05-31 20:00:00,0.931,63.8,0.0,42.206,36.1,3.987
보령,3203110,2026-05-31 21:00:00,0.0,63.8,0.0,42.191,36.1,4.082
보령,3203110,2026-05-31 22:00:00,2.104,63.8,0.0,42.183,36.1,4.16
보령,3203110,2026-05-31 23:00:00,1.099,63.79,0.0,42.172,36.1,4.155
보령,3203110,2026-06-01 00:00:00,0.046,63.79,0.0,42.158,36.1,4.157
보령,3203110,2026-06-01 01:00:00,0.847,63.79,0.0,42.147,36.1,3.903
보령,3203110,2026-06-01 02:00:00,1.834,63.78,0.0,42.139,36.1,3.89
보령,3203110,2026-06-01 03:00:00,0.831,63.78,0.0,42.128,36.0,3.887
보령,3203110,2026-06-01 04:00:00,0.783,63.78,0.0,42.117,36.0,3.95
보령,3203110,2026-06-01 05:00:00,1.066,63.78,0.0,42.106,36.0,4.177
보령,3203110,2026-06-01 06:00:00,1.107,63.77,0.0,42.094,36.0,4.218
보령,3203110,2026-06-01 07:00:00,0.0,63.77,0.0,42.076,36.0,4.214
보령,3203110,2026-06-01 08:00:00,0.139,63.76,0.0,42.061,36.0,4.306
보령,3203110,2026-06-01 09:00:00,0.0,63.76,0.0,42.042,36.0,4.332
보령,3203110,2026-06-01 10:00:00,1.104,63.75,0.0,42.031,36.0,4.326
보령,3203110,2026-06-01 11:00:00,0.0,63.75,0.0,42.016,35.9,3.573
보령,3203110,2026-06-01 12:00:00,0.114,63.75,0.0,42.001,35.9,4.142
보령,3203110,2026-06-01 13:00:00,0.0,63.74,0.0,41.982,35.9,4.327
보령,3203110,2026-06-01 14:00:00,2.85,63.74,0.0,41.978,35.9,3.989
보령,3203110,2026-06-01 15:00:00,0.0,63.74,0.0,41.964,35.9,3.725
보령,3203110,2026-06-01 16:00:00,3.145,63.74,0.0,41.96,35.9,4.173
보령,3203110,2026-06-01 17:00:00,0.004,63.73,0.0,41.945,35.9,4.171
보령,3203110,2026-06-01 18:00:00,1.066,63.73,0.0,41.934,35.9,4.149
보령,3203110,2026-06-01 19:00:00,0.0,63.72,0.0,41.915,35.9,4.104
보령,3203110,2026-06-01 20:00:00,0.0,63.72,0.0,41.9,35.8,4.101
보령,3203110,2026-06-01 21:00:00,2.025,63.72,0.0,41.893,35.8,4.108
보령,3203110,2026-06-01 22:00:00,0.092,63.71,0.0,41.878,35.8,4.231
보령,3203110,2026-06-01 23:00:00,0.298,63.71,0.0,41.863,35.8,4.437
보령,3203110,2026-06-02 00:00:00,1.343,63.71,0.0,41.852,35.8,4.454
보령,3203110,2026-06-02 01:00:00,1.227,63.7,0.0,41.84,35.8,4.449
보령,3203110,2026-06-02 02:00:00,1.429,63.7,0.0,41.829,35.8,4.429
보령,3203110,2026-06-02 03:00:00,0.0,63.7,0.0,41.814,35.8,3.9
보령,3203110,2026-06-02 04:00:00,1.799,63.7,0.0,41.807,35.8,3.882
보령,3203110,2026-06-02 05:00:00,0.804,63.69,0.0,41.796,35.8,3.887
보령,3203110,2026-06-02 06:00:00,0.0,63.69,0.0,41.781,35.7,3.881
보령,3203110,2026-06-02 07:00:00,1.688,63.69,0.0,41.773,35.7,3.882
보령,3203110,2026-06-02 08:00:00,0.0,63.68,0.0,41.759,35.7,3.886
보령,3203110,2026-06-02 09:00:00,0.0,63.68,0.0,41.74,35.7,4.041
보령,3203110,2026-06-02 10:00:00,0.201,63.67,0.0,41.725,35.7,4.34
보령,3203110,2026-06-02 11:00:00,0.201,63.67,0.0,41.71,35.7,4.34
보령,3203110,2026-06-02 12:00:00,0.997,63.67,0.0,41.699,35.7,4.08
보령,3203110,2026-06-02 13:00:00,0.733,63.66,0.0,41.687,35.7,3.844
보령,3203110,2026-06-02 14:00:00,0.795,63.66,0.0,41.677,35.7,3.795
보령,3203110,2026-06-02 15:00:00,0.714,63.66,0.0,41.666,35.6,3.797
보령,3203110,2026-06-02 16:00:00,0.0,63.65,0.0,41.651,35.6,4.055
부안,3303110,2026-05-30 16:00:00,0.303,38.76,0.0,34.859,69.3,0.997
부안,3303110,2026-05-30 17:00:00,0.0,38.76,0.0,34.854,69.3,1.003
부안,3303110,2026-05-30 18:00:00,0.309,38.76,0.0,34.852,69.3,1.003
부안,3303110,2026-05-30 19:00:00,0.915,38.76,0.0,34.852,69.3,0.998
부안,3303110,2026-05-30 20:00:00,0.0,38.76,0.0,34.847,69.3,0.999
부안,3303110,2026-05-30 21:00:00,0.321,38.75,0.0,34.844,69.3,1.015
부안,3303110,2026-05-30 22:00:00,0.0,38.75,0.0,34.839,69.3,1.019
부안,3303110,2026-05-30 23:00:00,1.065,38.75,0.0,34.839,69.3,1.065
부안,3303110,2026-05-31 00:00:00,0.0,38.75,0.0,34.834,69.3,1.072
부안,3303110,2026-05-31 01:00:00,0.383,38.75,0.0,34.832,69.3,1.077
부안,3303110,2026-05-31 02:00:00,0.399,38.75,0.0,34.83,69.2,1.066
부안,3303110,2026-05-31 03:00:00,0.382,38.75,0.0,34.827,69.2,1.076
부안,3303110,2026-05-31 04:00:00,0.38,38.75,0.0,34.825,69.2,1.074
부안,3303110,2026-05-31 05:00:00,0.0,38.74,0.0,34.82,69.2,1.069
부안,3303110,2026-05-31 06:00:00,0.0,38.74,0.0,34.815,69.2,1.065
부안,3303110,2026-05-31 07:00:00,0.0,38.74,0.0,34.81,69.2,1.069
부안,3303110,2026-05-31 08:00:00,0.372,38.74,0.0,34.807,69.2,1.066
부안,3303110,2026-05-31 09:00:00,0.0,38.74,0.0,34.802,69.2,1.078
부안,3303110,2026-05-31 10:00:00,0.0,38.74,0.0,34.797,69.2,1.077
부안,3303110,2026-05-31 11:00:00,0.0,38.73,0.0,34.79,69.2,1.082
부안,3303110,2026-05-31 12:00:00,0.057,38.73,0.0,34.786,69.2,1.085
부안,3303110,2026-05-31 13:00:00,0.699,38.73,0.0,34.785,69.2,1.06
부안,3303110,2026-05-31 14:00:00,0.336,38.73,0.0,34.782,69.2,1.03
부안,3303110,2026-05-31 15:00:00,0.0,38.73,0.0,34.777,69.1,1.029
부안,3303110,2026-05-31 16:00:00,0.305,38.73,0.0,34.775,69.1,0.999
부안,3303110,2026-05-31 17:00:00,0.302,38.73,0.0,34.772,69.1,0.996
부안,3303110,2026-05-31 18:00:00,0.0,38.72,0.0,34.768,69.1,0.971
부안,3303110,2026-05-31 19:00:00,0.248,38.72,0.0,34.765,69.1,0.942
부안,3303110,2026-05-31 20:00:00,0.221,38.72,0.0,34.763,69.1,0.915
부안,3303110,2026-05-31 21:00:00,0.0,38.72,0.0,34.755,69.1,1.038
부안,3303110,2026-05-31 22:00:00,0.312,38.72,0.0,34.753,69.1,1.062
부안,3303110,2026-05-31 23:00:00,1.01,38.72,0.0,34.752,69.1,1.066
부안,3303110,2026-06-01 00:00:00,0.368,38.72,0.0,34.75,69.1,1.062
부안,3303110,2026-06-01 01:00:00,0.0,38.71,0.0,34.745,69.1,1.074
부안,3303110,2026-06-01 02:00:00,0.369,38.71,0.0,34.743,69.1,1.063
부안,3303110,2026-06-01 03:00:00,0.355,38.71,0.0,34.74,69.1,1.049
부안,3303110,2026-06-01 04:00:00,0.313,38.71,0.0,34.738,69.1,0.98
부안,3303110,2026-06-01 05:00:00,0.949,38.71,0.0,34.738,69.1,0.949
부안,3303110,2026-06-01 06:00:00,0.0,38.71,0.0,34.733,69.1,0.989
부안,3303110,2026-06-01 07:00:00,0.0,38.71,0.0,34.728,69.0,1.071
부안,3303110,2026-06-01 08:00:00,0.0,38.7,0.0,34.713,69.0,1.069
부안,3303110,2026-06-01 09:00:00,1.073,38.7,0.0,34.713,69.0,1.073
부안,3303110,2026-06-01 10:00:00,1.3,38.7,0.0,34.713,69.0,1.3
부안,3303110,2026-06-01 11:00:00,0.0,38.7,0.0,34.706,69.0,1.398
부안,3303110,2026-06-01 12:00:00,0.007,38.7,0.0,34.701,69.0,1.396
부안,3303110,2026-06-01 13:00:00,0.0,38.69,0.0,34.693,69.0,1.394
부안,3303110,2026-06-01 14:00:00,1.396,38.69,0.0,34.693,69.0,1.396
부안,3303110,2026-06-01 15:00:00,0.0,38.69,0.0,34.685,69.0,1.395
부안,3303110,2026-06-01 16:00:00,0.0,38.69,0.0,34.679,68.9,1.365
부안,3303110,2026-06-01 17:00:00,0.576,38.69,0.0,34.676,68.9,1.326
부안,3303110,2026-06-01 18:00:00,0.588,38.69,0.0,34.673,68.9,1.282
부안,3303110,2026-06-01 19:00:00,0.0,38.68,0.0,34.669,68.9,1.281
부안,3303110,2026-06-01 20:00:00,0.584,38.68,0.0,34.666,68.9,1.278
부안,3303110,2026-06-01 21:00:00,0.243,38.68,0.0,34.662,68.9,1.271
부안,3303110,2026-06-01 22:00:00,0.153,38.68,0.0,34.658,68.9,1.264
부안,3303110,2026-06-01 23:00:00,0.635,38.68,0.0,34.656,68.9,1.246
부안,3303110,2026-06-02 00:00:00,0.0,38.68,0.0,34.651,68.9,1.223
부안,3303110,2026-06-02 01:00:00,0.522,38.68,0.0,34.649,68.9,1.216
부안,3303110,2026-06-02 02:00:00,0.0,38.67,0.0,34.644,68.9,1.263
부안,3303110,2026-06-02 03:00:00,0.692,38.67,0.0,34.641,68.9,1.359
부안,3303110,2026-06-02 04:00:00,0.023,38.67,0.0,34.636,68.9,1.412
부안,3303110,2026-06-02 05:00:00,0.729,38.67,0.0,34.634,68.9,1.423
부안,3303110,2026-06-02 06:00:00,0.0,38.66,0.0,34.622,68.8,1.424
부안,3303110,2026-06-02 07:00:00,0.721,38.66,0.0,34.619,68.8,1.415
부안,3303110,2026-06-02 08:00:00,0.0,38.66,0.0,34.611,68.8,1.419
부안,3303110,2026-06-02 09:00:00,0.783,38.66,0.0,34.609,68.8,1.422
부안,3303110,2026-06-02 10:00:00,0.0,38.66,0.0,34.602,68.8,1.324
부안,3303110,2026-06-02 11:00:00,0.634,38.66,0.0,34.599,68.8,1.301
부안,3303110,2026-06-02 12:00:00,0.0,38.65,0.0,34.594,68.8,1.301
부안,3303110,2026-06-02 13:00:00,0.0,38.65,0.0,34.589,68.8,1.302
부안,3303110,2026-06-02 14:00:00,0.606,38.65,0.0,34.587,68.8,1.3
부안,3303110,2026-06-02 15:00:00,0.608,38.65,0.0,34.584,68.8,1.302
부안,3303110,2026-06-02 16:00:00,0.0,38.65,0.0,34.579,68.8,1.307
섬진강,4001110,2026-05-30 16:00:00,8.993,184.11,0.0,197.727,42.4,35.437
섬진강,4001110,2026-05-30 17:00:00,9.418,184.1,0.0,197.633,42.4,35.474
섬진강,4001110,2026-05-30 18:00:00,15.116,184.1,0.0,197.559,42.4,35.477
섬진강,4001110,2026-05-30 19:00:00,11.061,184.09,0.0,197.472,42.4,35.478
섬진강,4001110,2026-05-30 20:00:00,0.0,184.08,0.0,197.34,42.4,35.467
섬진강,4001110,2026-05-30 21:00:00,0.0,184.07,0.0,197.193,42.3,35.466
섬진강,4001110,2026-05-30 22:00:00,2.947,184.07,0.0,197.076,42.3,35.447
섬진강,4001110,2026-05-30 23:00:00,0.0,184.06,0.0,196.93,42.3,35.458
섬진강,4001110,2026-05-31 00:00:00,0.0,184.05,0.0,196.784,42.2,35.456
섬진강,4001110,2026-05-31 01:00:00,0.0,184.04,0.0,196.638,42.2,35.42
섬진강,4001110,2026-05-31 02:00:00,2.998,184.03,0.0,196.521,42.2,35.442
섬진강,4001110,2026-05-31 03:00:00,0.0,184.02,0.0,196.375,42.1,35.433
섬진강,4001110,2026-05-31 04:00:00,3.012,184.01,0.0,196.259,42.1,35.429
섬진강,4001110,2026-05-31 05:00:00,0.0,184.0,0.0,196.113,42.1,35.422
섬진강,4001110,2026-05-31 06:00:00,0.0,183.99,0.0,195.963,42.1,35.412
섬진강,4001110,2026-05-31 07:00:00,7.937,183.98,0.0,195.864,42.0,35.437
섬진강,4001110,2026-05-31 08:00:00,11.546,183.98,0.0,195.778,42.0,35.435
섬진강,4001110,2026-05-31 09:00:00,7.139,183.97,0.0,195.676,42.0,35.445
섬진강,4001110,2026-05-31 10:00:00,0.703,183.96,0.0,195.551,42.0,35.453
섬진강,4001110,2026-05-31 11:00:00,5.171,183.95,0.0,195.441,41.9,35.477
섬진강,4001110,2026-05-31 12:00:00,0.0,183.94,0.0,195.312,41.9,35.463
섬진강,4001110,2026-05-31 13:00:00,0.0,183.93,0.0,195.167,41.9,35.457
섬진강,4001110,2026-05-31 14:00:00,14.897,183.93,0.0,195.093,41.9,35.48
섬진강,4001110,2026-05-31 15:00:00,0.0,183.92,0.0,194.949,41.8,35.449
섬진강,4001110,2026-05-31 16:00:00,10.885,183.91,0.0,194.86,41.8,35.468
섬진강,4001110,2026-05-31 17:00:00,0.0,183.9,0.0,194.731,41.8,35.47
섬진강,4001110,2026-05-31 18:00:00,3.236,183.9,0.0,194.615,41.8,35.486
섬진강,4001110,2026-05-31 19:00:00,3.313,183.89,0.0,194.499,41.7,35.535
섬진강,4001110,2026-05-31 20:00:00,0.0,183.88,0.0,194.354,41.7,35.581
섬진강,4001110,2026-05-31 21:00:00,0.0,183.87,0.0,194.208,41.7,35.586
섬진강,4001110,2026-05-31 22:00:00,0.0,183.86,0.0,194.079,41.7,35.564
섬진강,4001110,2026-05-31 23:00:00,3.399,183.85,0.0,193.963,41.6,35.566
섬진강,4001110,2026-06-01 00:00:00,3.375,183.84,0.0,193.847,41.6,35.514
섬진강,4001110,2026-06-01 01:00:00,0.0,183.83,0.0,193.717,41.6,35.53
섬진강,4001110,2026-06-01 02:00:00,0.0,183.82,0.0,193.558,41.5,35.518
섬진강,4001110,2026-06-01 03:00:00,7.404,183.82,0.0,193.457,41.5,35.515
섬진강,4001110,2026-06-01 04:00:00,3.435,183.81,0.0,193.341,41.5,35.518
섬진강,4001110,2026-06-01 05:00:00,0.0,183.8,0.0,193.212,41.5,35.517
섬진강,4001110,2026-06-01 06:00:00,0.0,183.79,0.0,193.022,41.4,35.533
섬진강,4001110,2026-06-01 07:00:00,4.706,183.78,0.0,192.911,41.4,35.539
섬진강,4001110,2026-06-01 08:00:00,0.0,183.77,0.0,192.769,41.4,35.551
섬진강,4001110,2026-06-01 09:00:00,8.719,183.76,0.0,192.672,41.4,35.552
섬진강,4001110,2026-06-01 10:00:00,0.0,183.75,0.0,192.535,41.3,35.559
섬진강,4001110,2026-06-01 11:00:00,0.0,183.74,0.0,192.393,41.3,35.563
섬진강,4001110,2026-06-01 12:00:00,18.913,183.74,0.0,192.332,41.3,35.719
섬진강,4001110,2026-06-01 13:00:00,0.0,183.73,0.0,192.186,41.2,35.755
섬진강,4001110,2026-06-01 14:00:00,1.765,183.72,0.0,192.063,41.2,35.737
섬진강,4001110,2026-06-01 15:00:00,2.591,183.71,0.0,191.944,41.2,35.73
섬진강,4001110,2026-06-01 16:00:00,15.386,183.71,0.0,191.871,41.2,35.719
섬진강,4001110,2026-06-01 17:00:00,0.0,183.69,0.0,191.7,41.1,35.711
섬진강,4001110,2026-06-01 18:00:00,3.813,183.69,0.0,191.585,41.1,35.702
섬진강,4001110,2026-06-01 19:00:00,7.722,183.68,0.0,191.485,41.1,35.639
섬진강,4001110,2026-06-01 20:00:00,0.0,183.67,0.0,191.327,41.1,35.628
섬진강,4001110,2026-06-01 21:00:00,3.781,183.66,0.0,191.212,41.0,35.642
섬진강,4001110,2026-06-01 22:00:00,3.778,183.65,0.0,191.097,41.0,35.639
섬진강,4001110,2026-06-01 23:00:00,3.854,183.64,0.0,190.983,41.0,35.687
섬진강,4001110,2026-06-02 00:00:00,0.0,183.64,0.0,190.854,41.0,35.721
섬진강,4001110,2026-06-02 01:00:00,7.813,183.63,0.0,190.754,40.9,35.646
섬진강,4001110,2026-06-02 02:00:00,0.0,183.62,0.0,190.582,40.9,35.638
섬진강,4001110,2026-06-02 03:00:00,7.83,183.61,0.0,190.482,40.9,35.636
섬진강,4001110,2026-06-02 04:00:00,0.0,183.6,0.0,190.328,40.8,35.637
섬진강,4001110,2026-06-02 05:00:00,0.0,183.59,0.0,190.182,40.8,35.632
섬진강,4001110,2026-06-02 06:00:00,2.725,183.58,0.0,190.063,40.8,35.642
섬진강,4001110,2026-06-02 07:00:00,0.0,183.57,0.0,189.894,40.8,35.652
섬진강,4001110,2026-06-02 08:00:00,16.649,183.56,0.0,189.825,40.7,35.677
섬진강,4001110,2026-06-02 09:00:00,0.0,183.55,0.0,189.682,40.7,35.68
섬진강,4001110,2026-06-02 10:00:00,18.658,183.55,0.0,189.621,40.7,35.686
섬진강,4001110,2026-06-02 11:00:00,0.0,183.54,0.0,189.483,40.7,35.687
섬진강,4001110,2026-06-02 12:00:00,4.045,183.53,0.0,189.369,40.6,35.712
섬진강,4001110,2026-06-02 13:00:00,0.0,183.52,0.3,189.17,40.6,35.699
섬진강,4001110,2026-06-02 14:00:00,10.81,183.51,0.0,189.08,40.6,35.699
섬진강,4001110,2026-06-02 15:00:00,0.0,183.5,0.0,188.928,40.5,35.708
섬진강,4001110,2026-06-02 16:00:00,15.571,183.49,0.0,188.855,40.5,35.71
주암(본),4007110,2026-05-30 16:00:00,25.148,101.73,0.0,254.156,55.6,21.954
주암(본),4007110,2026-05-30 17:00:00,0.0,101.73,0.0,254.07,55.6,21.962
주암(본),4007110,2026-05-30 18:00:00,3.424,101.73,0.0,254.004,55.6,21.98
주암(본),4007110,2026-05-30 19:00:00,6.087,101.72,0.0,253.946,55.6,21.976
주암(본),4007110,2026-05-30 20:00:00,16.677,101.72,0.0,253.927,55.6,21.983
주암(본),4007110,2026-05-30 21:00:00,0.0,101.72,0.0,253.817,55.5,22.002
주암(본),4007110,2026-05-30 22:00:00,14.062,101.71,0.0,253.788,55.5,22.006
주암(본),4007110,2026-05-30 23:00:00,4.544,101.71,0.0,253.725,55.5,22.016
주암(본),4007110,2026-05-31 00:00:00,15.15,101.71,0.0,253.7,55.5,22.039
주암(본),4007110,2026-05-31 01:00:00,0.0,101.7,0.0,253.603,55.5,22.046
주암(본),4007110,2026-05-31 02:00:00,0.0,101.7,0.0,253.499,55.5,22.056
주암(본),4007110,2026-05-31 03:00:00,26.814,101.7,0.0,253.516,55.5,22.064
